_id	Regional	Ano	Mês	Data	Ocorrencia	Solicitacao	Endereco	Bairro	Localidade	Grau_de_Risco	Data_da_Acao	Tipo_da_Acao	Quantidade	Altura	Largura	Area_m
26	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	"3ª Travessa Otacilio de Azevedo, ""#*9"	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
27	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, #_|/	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
28	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, .[?	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
29	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, #$[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
30	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, `=-[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
31	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, ?_$.	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
32	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, >#'\	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
33	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, $!>=	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
34	Planície	2022	ABRIL	2022-04-22T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua Colina do Tocantims, ^[{	Iputinga	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
35	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, @}>	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
36	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	Avenida Caxanga, %$<!	Iputinga	Sem Localidade	""	2022-04-19T00:00:00	atendimento Social				0
37	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	Rua Ministro Marcos Freire, .<^&	Iputinga	Sem Localidade	""	2022-04-19T00:00:00	atendimento Social				0
38	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	Rua Canela, ^[{	Iputinga	Sem Localidade	""	2022-04-19T00:00:00	atendimento Social				0
39	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	Avenida Caxanga, {})!	Iputinga	Sem Localidade	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
40	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	Rua Ministro Marcos Freire, #^>	Iputinga	Sem Localidade	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
41	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	Rua Canela, ~|}[	Iputinga	Sem Localidade	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
42	Planície	2022	ABRIL	2022-04-19T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Avenida Caxanga, /@9=	Iputinga	Sem Localidade	R2	2022-04-19T00:00:00	Analise Visual Estrutural				0
43	Planície	2022	ABRIL	2022-04-19T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	"Rua Ministro Marcos Freire, #""#~"	Iputinga	Sem Localidade	R3	2022-04-19T00:00:00	Analise Visual Estrutural				0
44	Planície	2022	ABRIL	2022-04-19T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	"Rua Canela, +?""]"	Iputinga	Sem Localidade	R2	2022-04-19T00:00:00	Analise Visual Estrutural				0
45	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	2ª Travessa Otacilio de Azevedo, 9<-%	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
46	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua Catuira Casa Entorno, {})!	Torre	Sem Localidade	""	2022-04-22T00:00:00	Atendimento Social				0
47	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua Catuira Casa Entorno, #^>	Torre	Sem Localidade	""	2022-04-22T00:00:00	Atendimento Social				0
48	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua Catuira Casa, /@9=	Torre	Sem Localidade	""	2022-04-22T00:00:00	Atendimento Social				0
49	Planície	2022	ABRIL	2022-04-22T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	"Rua Catuira Casa Entorno, +?""]"	Torre	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
50	Planície	2022	ABRIL	2022-04-22T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	"Rua Catuira Casa Entorno, ""#*9"	Torre	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
51	Planície	2022	ABRIL	2022-04-22T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua Catuira Casa, #_|/	Torre	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
52	Planície	2022	ABRIL	2022-04-22T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua Catuira Casa, .[?	Torre	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
53	Planície	2022	ABRIL	2022-04-22T00:00:00	Desabamento Parcial Imóveis	Vistoria em Imóveis	Rua Catuira, #$[	Torre	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
54	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Avenida Prof. Jose dos Anjos, `=-[	Arruda	Sem Localidade	""	2022-04-22T00:00:00	Atendimento Social				0
55	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Avenida Prof. Jose dos Anjos, ?_$.	Arruda	Sem Localidade	""	2022-04-22T00:00:00	Acoes de Porta-Porta				0
56	Planície	2022	ABRIL	2022-04-22T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Avenida Prof. Jose dos Anjos, >#'\	Arruda	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
57	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua Dom Bosco, $!>=	Boa Vista	Sem Localidade	""	2022-04-22T00:00:00	Atendimento Social				0
58	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua Francisco da Cunha, {})!	Boa Viagem	Sem Localidade	""	2022-04-25T00:00:00	atendimento Social				0
59	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua Dom Bosco, @}>	Boa Vista	Sem Localidade	""	2022-04-22T00:00:00	Acoes de Porta-Porta				0
60	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua Mariz e Barros, %$<!	Recife	Sem Localidade	""	2022-04-22T00:00:00	Encaminhamentos aos Parceiros				0
61	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua da Amizade, .<^&	Gracas	Sem Localidade	""	2022-04-22T00:00:00	Encaminhamentos aos Parceiros				0
62	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua da Concordia, ^[{	Sao Jose	Sem Localidade	""	2022-04-22T00:00:00	Encaminhamentos aos Parceiros				0
63	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	Rua Bem Te Vi, {})!	Brasilia Teimosa	Sem Localidade	""	2022-04-22T00:00:00	Encaminhamentos aos Parceiros				0
64	Planície	2022	ABRIL	2022-04-29T00:00:00	""	""	Rua Catuira, #$[	Torre	Sem Localidade	""	2022-04-29T00:00:00	Analise de Processos				0
65	Planície	2022	ABRIL	2022-04-29T00:00:00	""	""	Rua Catuira, `=-[	Torre	Sem Localidade	""	2022-04-29T00:00:00	atendimento social				0
66	Planície	2022	ABRIL	2022-04-29T00:00:00	Imóveis com Danos / Risco	Monitoramento em Imóveis	Rua Catuira, ?_$.	Torre	Sem Localidade	""	2022-04-29T00:00:00	Analise Visual Estrutural				0
67	Planície	2022	ABRIL	2022-04-29T00:00:00	""	""	Rua da Matriz, >#'\	Boa Vista	Sem Localidade	""	2022-04-29T00:00:00	Acoes de Porta-Porta				0
68	Planície	2022	ABRIL	2022-04-29T00:00:00	""	""	Rua da Matriz, $!>=	Boa Vista	Sem Localidade	""	2022-04-29T00:00:00	atendimento social				0
69	Planície	2022	ABRIL	2022-04-22T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua Dom Bosco, 9<-%	Boa Vista	Sem Localidade	""	2022-04-22T00:00:00	Analise Visual Estrutural				0
70	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	"3ª Travessa Otacilio de Azevedo, #""#~"	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
71	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua Odete Monteiro, #^>	Cordeiro	Sem Localidade	""	2022-04-25T00:00:00	atendimento Social				0
72	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua Francisco da Cunha, /@9=	Boa Viagem	Sem Localidade	""	2022-04-25T00:00:00	Acoes de Porta-Porta				0
73	Planície	2022	ABRIL	2022-04-22T00:00:00	""	""	"Rua Catuira, #""#~"	Torre	Sem Localidade	""	2022-04-22T00:00:00	Atendimento Social				0
74	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua Dom Bosco, /@9=	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Encaminhamentos aos Parceiros				0
75	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Avenida Prof. Jose dos Anjos, ~|}[	Arruda	Sem Localidade	""	2022-04-25T00:00:00	Encaminhamentos aos Parceiros				0
76	Planície	2022	ABRIL	2022-04-25T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua da Gloria, #^>	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Analise Visual Estrutural				0
77	Planície	2022	ABRIL	2022-04-25T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua da Gloria, {})!	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Analise Visual Estrutural				0
78	Planície	2022	ABRIL	2022-04-25T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua da Gloria, ^[{	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Analise Visual Estrutural				0
79	Planície	2022	ABRIL	2022-04-25T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua da Gloria, .<^&	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Analise Visual Estrutural				0
80	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, %$<!	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Acoes de Porta-Porta				0
81	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, 9<-%	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Acoes de Porta-Porta				0
82	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua Souza Bandeira, ~|}[	Torre	Sem Localidade	""	2022-04-25T00:00:00	atendimento Social				0
83	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, @}>	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Acoes de Porta-Porta				0
84	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, >#'\	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	atendimento Social				0
85	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, ?_$.	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	atendimento Social				0
86	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, `=-[	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	atendimento Social				0
87	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, #$[	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	atendimento Social				0
88	Planície	2022	ABRIL	2022-04-25T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua Souza Bandeira, .[?	Torre	Sem Localidade	""	2022-04-25T00:00:00	Analise Visual Estrutural				0
89	Planície	2022	ABRIL	2022-04-25T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	Rua Odete Monteiro, #_|/	Cordeiro	Sem Localidade	""	2022-04-25T00:00:00	Analise Visual Estrutural				0
90	Planície	2022	ABRIL	2022-04-25T00:00:00	Imóveis com Danos / Risco	Vistoria em Imóveis	"Rua Francisco da Cunha, ""#*9"	Boa Viagem	Sem Localidade	""	2022-04-25T00:00:00	Analise Visual Estrutural				0
91	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	"Rua Souza Bandeira, +?""]"	Torre	Sem Localidade	""	2022-04-25T00:00:00	Acoes de Porta-Porta				0
92	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	"Rua Odete Monteiro, #""#~"	Cordeiro	Sem Localidade	""	2022-04-25T00:00:00	Acoes de Porta-Porta				0
93	Planície	2022	ABRIL	2022-04-25T00:00:00	""	""	Rua da Gloria, $!>=	Boa Vista	Sem Localidade	""	2022-04-25T00:00:00	Acoes de Porta-Porta				0
94	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, /@9=	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
95	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, ~|}[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
96	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedos/N, #^>	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
97	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, >#'\	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
98	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, $!>=	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
99	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, @}>	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
100	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, 9<-%	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
101	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, %$<!	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
102	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, .<^&	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
103	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, ^[{	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
104	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, {})!	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
105	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, #^>	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
106	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, ?_$.	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
107	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, ~|}[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
108	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	"2ª Travessa Otacilio de Azevedo, #""#~"	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
109	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	"2ª Travessa Otacilio de Azevedo, +?""]"	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
110	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	"3ª Travessa Otacilio de Azevedo, ""#*9"	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
111	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, #_|/	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
112	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, .[?	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
113	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, #$[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
114	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, `=-[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
115	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, ?_$.	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
116	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, >#'\	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
117	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, /@9=	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
118	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, $!>=	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
119	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, `=-[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
120	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, .[?	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
121	Planície	2022	ABRIL	2022-04-13T00:00:00	""	""	"Rua Sebastiao de Alencastro Salazar, +?""]"	Varzea	Sem Localidade	""	2022-04-13T00:00:00	Analise Visual Estrutural				0
122	Planície	2022	ABRIL	2022-04-13T00:00:00	""	""	"Rua Jose Austragesimo, ""#*9"	Arruda	Sem Localidade	""	2022-04-13T00:00:00	Analise Visual Estrutural				0
123	Planície	2022	ABRIL	2022-04-13T00:00:00	""	""	Rua Desembargador Adolfo Ciriaco, #_|/	Prado	Sem Localidade	""	2022-04-13T00:00:00	Analise Visual Estrutural				0
124	Planície	2022	ABRIL	2022-04-13T00:00:00	""	""	Rua Gomes Taborda, .[?	Prado	Sem Localidade	""	2022-04-13T00:00:00	Analise de Processos				0
125	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, ?_$.	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
126	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, >#'\	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
127	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, $!>=	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
128	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, @}>	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
129	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, 9<-%	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
130	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, #$[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
131	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, %$<!	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
132	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	1ª Travessa Otacilio de Azevedo, ^[{	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
133	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, {})!	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
134	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, #^>	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
135	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, ~|}[	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
136	Planície	2022	ABRIL	2022-04-19T00:00:00	""	""	3ª Travessa Otacilio de Azevedo, /@9=	Brejo de Beberibe	Nao Cadastrada	""	2022-04-19T00:00:00	Acoes de Porta-Porta				0
