_id	Regional	Ano	Mês	Data	Ocorrencia	Solicitacao	Endereco	Bairro	Localidade	Grau_de_Risco	Data_da_Acao	Tipo_da_Acao	Quantidade	Altura	Largura	Area_m
25	Sul	2020	Abril	2020-04-18	""	Monitoramento	Rua Francisco Gomes Simas, {})!	Cohab	Ur 05	""	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
26	Oeste	2020	Abril	2020-04-18	""	""	Av.Rio Largo, #^>	Cohab	Ur 02	""	2020-04-18	Acoes de Porta-Porta	""	""	""	0
27	Oeste	2020	Abril	2020-04-18	""	""	Av.Rio Largo, ~|}[	Cohab	Ur 02	""	2020-04-18	Acoes de Porta-Porta	""	""	""	0
28	Oeste	2020	Abril	2020-04-18	""	""	Av.Rio Largo, /@9=	Cohab	Ur 02	""	2020-04-18	Acoes de Porta-Porta	""	""	""	0
29	Oeste	2020	Abril	2020-04-18	""	""	"Av.Rio Largo, #""#~"	Cohab	Ur 02	""	2020-04-18	Acoes de Porta-Porta	""	""	""	0
30	Oeste	2020	Abril	2020-04-18	""	""	"Av.Rio Largo, +?""]"	Cohab	Ur 02	""	2020-04-18	Acoes de Porta-Porta	""	""	""	0
31	Oeste	2020	Abril	2020-04-18	""	""	"Av.Rio Largo, ""#*9"	Cohab	Ur 02	""	2020-04-18	Acoes de Porta-Porta	""	""	""	0
32	Oeste	2020	Abril	2020-04-18	""	""	Av.Rio Largo, #_|/	Cohab	Ur 02	""	2020-04-18	Acoes de Porta-Porta	""	""	""	0
33	Sul	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Doutor Pulo de Biase, ?_$.	Cohab	Lagoa Encantada	""	2020-04-18	Mapeamento de Area de Risco	3.0	15.0	8.0	360
34	Sul	2020	Abril	2020-04-18	""	Vistoria	Rua Mimoso, `=-[	Jordao	Jordao Alto	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
35	Sul	2020	Abril	2020-04-18	""	Vistoria	Rua Luiz Camara, #$[	Jordao	Jordao Alto	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
36	Sul	2020	Abril	2020-04-18	""	""	Rua Mimoso, .[?	Jordao	Jordao Alto	""	2020-04-18	Atendimento Social	""	""	""	0
37	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	"Rua Plinio Coelho, ""#*9"	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
38	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Plinio Coelho, #_|/	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
39	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Plinio Coelho, .[?	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
40	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Plinio Coelho, #$[	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
41	Nordeste	2020	Abril	2020-04-20	""	Vistoria	Rua Plinio Coelho, `=-[	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	Encaminhamentos aos Parceiros	""	""	""	0
42	Sul	2020	Abril	2020-04-18	""	Vistoria	Rua Goncalo Leitao, ?_$.	Cohab	Ur 04	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
43	Sul	2020	Abril	2020-04-18	""	Vistoria	Rua Campo Azul, >#'\	Jordao	Jordao Alto	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
44	Sul	2020	Abril	2020-04-18	""	""	Rua Conego Luiz Vieira, $!>=	Cohab	Ur 05	""	2020-04-18	Atendimento Social	""	""	""	0
45	Sul	2020	Abril	2020-04-18	""	""	Rua Palmelo, @}>	Cohab	Lagoa Encantada	""	2020-04-18	Atendimento Social	""	""	""	0
46	Sul	2020	Abril	2020-04-18	""	""	Rua Pamelo, 9<-%	Cohab	Lagoa Encantada	""	2020-04-18	Atendimento Social	""	""	""	0
47	Sul	2020	Abril	2020-04-18	""	Vistoria	Rua Conego Luiz Vieira, %$<!	Cohab	Ur 05	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
48	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	"Rua Plinio Coelho, #""#~"	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
49	Sul	2020	Abril	2020-04-18	""	Vistoria	Rua Palmelo, .<^&	Cohab	Lagoa Encantada	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
50	Sul	2020	Abril	2020-04-18	""	""	Rua Campo Azul, {})!	Jordao	Jordao Alto	""	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
51	Sul	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Lavrinhas, #^>	Cohab	Ur 10	""	2020-04-18	Mapeamento de Area de Risco	1.0	15.0	8.0	120
52	Sul	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	1ª Travessa Lavrinhas, ~|}[	Cohab	Ur 10	""	2020-04-18	Mapeamento de Area de Risco	1.0	15.0	8.0	120
53	Sul	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Maria Adelaide, /@9=	Cohab	Lagoa Encantada	""	2020-04-18	Mapeamento de Area de Risco	2.0	15.0	8.0	240
54	Sul	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	"1ª Travessa Cesar Montezuma, #""#~"	Cohab	Lagoa Encantada	""	2020-04-18	Corte de Arvores	1.0	""	""	0
55	Sul	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	"Rua Maria Adelaide, +?""]"	Cohab	Lagoa Encantada	""	2020-04-18	Mapeamento de Area de Risco	3.0	15.0	8.0	360
56	Sul	2020	Abril	2020-04-18	""	Vistoria	"Rua Serra Talhada, ""#*9"	Jordao	Jordao Alto	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
57	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Plinio Coelho, /@9=	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
58	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Plinio Coelho, ~|}[	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
59	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Plinio Coelho, #^>	Nova Descoberta	Corrego Pedro da Cocada	R3	2020-04-20	""	""	""	""	0
60	Sul	2020	Abril	2020-04-18	""	""	Rua Luiz Camara, #_|/	Jordao	Jordao Alto	""	2020-04-18	Atendimento Social	""	""	""	0
61	Sul	2020	Abril	2020-04-18	""	Vistoria	Rua Pamelo, ^[{	Cohab	Lagoa Encantada	""	2020-04-18	Analise Visual Estrutural	""	""	""	0
62	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua dos Lirios, .[?	Varzea	Rosa Selvagem	""	2020-04-18	""	1.0	20.0	8.0	160
63	Noroeste	2020	Abril	2020-04-03	""	""	Rua Francisco Passos, .[?	Nova Descoberta	Nova Descoberta	""	2020-04-03	Rocagem	2.0	20.0	8.0	320
64	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Guardiao Manoel Pacheco, ?_$.	Varzea	Jardim Teresopolis	""	2020-04-18	""	1.0	20.0	8.0	160
65	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	"Rua Vila Flor, #""#~"	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	35.0	8.0	560
66	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	"Rua Joao Ferreira da Silva, +?""]"	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	35.0	8.0	560
67	Norte	2020	Abril	2020-04-18	""	""	"Rua Joao Ferreira da Silva, ""#*9"	Dois Unidos	Alto do Maracana	""	2020-04-18	Rocagem	""	""	""	0
68	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Joao Ferreira da Silva, #_|/	Dois Unidos	Alto do Maracana	""	2020-04-18	""	1.0	35.0	8.0	280
69	Norte	2020	Abril	2020-04-18	""	""	Rua Joao Ferreira da Silva, .[?	Dois Unidos	Alto do Maracana	""	2020-04-18	Rocagem	""	""	""	0
70	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Joao Ferreira da Silva, #$[	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	35.0	8.0	560
71	Norte	2020	Abril	2020-04-18	""	""	Rua Joao Ferreira da Silva, `=-[	Dois Unidos	Alto do Maracana	""	2020-04-18	Rocagem	""	""	""	0
72	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Joao Ferreira da Silva, ?_$.	Dois Unidos	Alto do Maracana	""	2020-04-18	""	1.0	35.0	8.0	280
73	Norte	2020	Abril	2020-04-18	""	""	Rua Joao Ferreira da Silva, >#'\	Dois Unidos	Alto do Maracana	""	2020-04-18	Rocagem	""	""	""	0
74	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Joao Ferreira da Silva, $!>=	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	35.0	8.0	560
75	Norte	2020	Abril	2020-04-18	""	""	Rua Joao Ferreira da Silva, @}>	Dois Unidos	Alto do Maracana	""	2020-04-18	Rocagem	""	""	""	0
76	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Joao Ferreira da Silva, 9<-%	Dois Unidos	Alto do Maracana	""	2020-04-18	""	1.0	35.0	8.0	280
77	Noroeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Corrego Sao Domingos Savio, %$<!	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	""	2020-04-18	""	1.0	95.0	8.0	760
78	Noroeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vencedora, .<^&	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-18	Rocagem	1.0	50.0	10.0	500
79	Noroeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vencedora, ^[{	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-18	Rocagem	1.0	50.0	10.0	500
80	Noroeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Corrego Sao Domingos Savio, {})!	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	""	2020-04-18	""	1.0	35.0	8.0	280
81	Noroeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Albertina, #^>	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	""	2020-04-18	""	1.0	50.0	8.0	400
82	Nordeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Corrego da Areia, ~|}[	Nova Descoberta	Corrego da Areia	""	2020-04-18	""	3.0	20.0	8.0	480
83	Nordeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Corrego da Areia, /@9=	Nova Descoberta	Corrego da Areia	""	2020-04-18	""	3.0	15.0	8.0	360
84	Nordeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	"Rua Subida do Cacau, #""#~"	Nova Descoberta	Corrego da Areia	""	2020-04-18	""	2.0	20.0	8.0	320
85	Nordeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	"Rua Subida do Cacau, +?""]"	Nova Descoberta	Corrego da Areia	""	2020-04-18	""	4.0	15.0	8.0	480
86	Nordeste	2020	Abril	2020-04-18	""	Monitoramento	"Rua Carau, ""#*9"	Nova Descoberta	Alto do Refugio	R3	2020-04-18	""	""	""	""	0
87	Nordeste	2020	Abril	2020-04-18	""	Monitoramento	Rua Olimpio, #_|/	Nova Descoberta	Corrego da Areia	R3	2020-04-18	""	""	""	""	0
88	Nordeste	2020	Abril	2020-04-18	""	Monitoramento	Rua Olimpio, .[?	Nova Descoberta	Corrego da Areia	R3	2020-04-18	""	""	""	""	0
89	Nordeste	2020	Abril	2020-04-18	""	Monitoramento	Rua Piraua, #$[	Brejo da Guabiraba	Alto das Pedrinhas	R3	2020-04-18	""	""	""	""	0
90	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vila Flor, /@9=	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	25.0	8.0	400
91	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vila Flor, ~|}[	Dois Unidos	Alto do Maracana	""	2020-04-18	""	1.0	25.0	8.0	200
92	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vila Flor, #^>	Dois Unidos	Alto do Maracana	""	2020-04-18	""	1.0	25.0	8.0	200
93	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vila Flor, {})!	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	35.0	8.0	560
94	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Guardiao Manoel Pacheco, >#'\	Varzea	Jardim Teresopolis	""	2020-04-18	""	1.0	25.0	8.0	200
95	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Guardiao Manoel Pacheco, $!>=	Varzea	Jardim Teresopolis	""	2020-04-18	Rocagem	1.0	20.0	8.0	160
96	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Guardiao Manoel Pacheco, @}>	Varzea	Jardim Teresopolis	""	2020-04-18	""	2.0	20.0	8.0	320
97	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Guardiao Manoel Pacheco, 9<-%	Varzea	Jardim Teresopolis	""	2020-04-18	""	3.0	35.0	8.0	840
98	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, %$<!	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
99	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, .<^&	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
100	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, ^[{	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
101	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, {})!	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
102	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, #^>	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
103	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, ~|}[	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
104	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, /@9=	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
105	Oeste	2020	Abril	2020-04-18	""	Monitoramento	"Av.Rio Largo, #""#~"	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
106	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Guardiao Manoel Pacheco, #$[	Varzea	Jardim Teresopolis	""	2020-04-18	""	2.0	20.0	8.0	320
107	Oeste	2020	Abril	2020-04-18	""	Monitoramento	"Av.Rio Largo, +?""]"	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
108	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, #_|/	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
109	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, .[?	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
110	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, #$[	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
111	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, `=-[	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
112	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, ?_$.	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
113	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, >#'\	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
114	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, $!>=	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
115	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, @}>	Cohab	Ur 02	R2	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
116	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, 9<-%	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
117	Oeste	2020	Abril	2020-04-18	""	Monitoramento	Av.Rio Largo, %$<!	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
118	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vila Flor, .<^&	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	25.0	8.0	400
119	Norte	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Vila Flor, ^[{	Dois Unidos	Alto do Maracana	""	2020-04-18	""	2.0	25.0	8.0	400
120	Oeste	2020	Abril	2020-04-18	""	Monitoramento	"Av.Rio Largo, ""#*9"	Cohab	Ur 02	R1	2020-04-18	Mapeamento de Area de Risco	""	""	""	0
121	Oeste	2020	Abril	2020-04-18	""	Colocação de Lonas Plásticas	Rua Guardiao Manoel Pacheco, `=-[	Varzea	Jardim Teresopolis	""	2020-04-18	Rocagem	3.0	25.0	8.0	600
122	Nordeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Plinio Coelho, %$<!	Nova Descoberta	Corrego Pedro da Cocada	R2	2020-04-20	""	""	""	""	0
123	Nordeste	2020	Abril	2020-04-18	""	Monitoramento	Rua Piraua, `=-[	Brejo da Guabiraba	Alto das Pedrinhas	R3	2020-04-18	""	""	""	""	0
124	Noroeste	2020	Abril	2020-04-20	""	""	"Rua Diadema, ""#*9"	Vasco da Gama 	Vasco da Gama	""	2020-04-20	Rocagem	6.0	15.0	8.0	720
125	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Diadema, #_|/	Vasco da Gama 	Vasco da Gama	""	2020-04-20	""	6.0	15.0	8.0	720
126	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Amoreira, .[?	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-20	""	2.0	20.0	8.0	320
127	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Amoreira, #$[	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-20	""	1.0	35.0	8.0	280
128	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Macatuba, `=-[	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-20	""	1.0	55.0	8.0	440
129	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Brejo Bonito, ?_$.	Vasco da Gama 	Vasco da Gama	""	2020-04-20	""	2.0	15.0	8.0	240
130	Noroeste	2020	Abril	2020-04-20	""	""	3ª Subida da Paciencia, >#'\	Vasco da Gama 	Alto do Eucalipto	""	2020-04-20	Rocagem	1.0	50.0	8.0	400
131	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	3ª Subida da Paciencia, $!>=	Vasco da Gama 	Alto do Eucalipto	""	2020-04-20	""	1.0	50.0	8.0	400
132	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Mais Vidas Nos Morros, @}>	Nao Informado	Nao Cadastrada	""	2020-04-20	""	1.0	20.0	8.0	160
133	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Alto do Brasil, 9<-%	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-20	""	1.0	55.0	8.0	440
134	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Alto do Calcados, %$<!	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-20	""	1.0	15.0	8.0	120
135	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	2ª Travessa Alto do Brasil, .<^&	Alto Jose Bonifacio 	Alto do Brasil	""	2020-04-20	""	1.0	65.0	8.0	520
136	Norte	2020	Abril	2020-04-20	""	Monitoramento	"Rua Limeira, +?""]"	Dois Unidos	Corrego do Morcego	R3	2020-04-20	""	""	""	""	0
137	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Esplanada, ^[{	Alto Jose Bonifacio 	Alto Jose Bonifacio	""	2020-04-20	""	2.0	15.0	8.0	240
138	Noroeste	2020	Abril	2020-04-20	""	Colocação de Lonas Plásticas	Rua Atapuz, #^>	Vasco da Gama 	Vasco da Gama	""	2020-04-20	""	1.0	20.0	8.0	160
139	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Corrego Sao Domingos Savio, ~|}[	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R2	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
140	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Tejipio, /@9=	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R2	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
141	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	"2ª Travessa Sao Domingos Savio, #""#~"	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R3	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
142	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	"2ª Travessa Sao Domingos Savio, +?""]"	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R3	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
143	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	"Rua Sao Domingos Savio, ""#*9"	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R3	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
144	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Amana, #_|/	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R2	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
145	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Amana, .[?	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R2	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
146	Noroeste	2020	Abril	2020-04-20	""	Monitoramento	Rua Nobrega, #$[	Alto Jose Bonifacio 	Corrego Sao Domingos Savio	R3	2020-04-20	Mapeamento de Area de Risco	""	""	""	0
