_id	Regional	Ano	Mês	Data	Ocorrencia	Solicitacao	Endereco	Bairro	Localidade	Grau_de_Risco	Data_da_Acao	Tipo_da_Acao	Quantidade	Altura	Largura	Area_m
15	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Colocação de Lonas Plásticas	Rua Congongi, {})!	Cohab	Ur 01	""	2023-04-28T00:00:00	""	1	20	8	160
16	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Colocação de Lonas Plásticas	Rua Monte Pascoal, ^[{	Cohab	Jardim Monte Verde	""	2023-04-28T00:00:00	""	1	20	8	160
17	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Colocação de Lonas Plásticas	Rua Morro Dedo de Deus, .<^&	Cohab	Jardim Monte Verde	""	2023-04-28T00:00:00	""	1	20	8	160
18	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, %$<!	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Analise Visual Estrutural				0
19	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, 9<-%	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Analise Visual Estrutural				0
20	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Monitoramento	"Rua Nossa Senhora do Carmo, #""#~"	Barro	Vila dos Milagres	R3	2023-04-28T00:00:00	""				0
21	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, @}>	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Analise Visual Estrutural				0
22	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Monitoramento	Rua Vale do Jaguaribe, 9<-%	Varzea	Brega e Chique	R2	2023-04-28T00:00:00	""				0
23	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Encosta, .<^&	Coqueiral	Alto da Bela Vista	""	2023-04-28T00:00:00	ATENDIMENTO SOCIAL				0
24	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Cento e Trinta e Cinco, ?_$.	Cohab	Jardim Monte Verde	R2	2023-04-26T00:00:00	""				0
25	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Monte Pascoal, >#'\	Cohab	Jardim Monte Verde	R2	2023-04-26T00:00:00	""				0
26	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Alto do Caxambu, $!>=	Cohab	Jardim Monte Verde	R2	2023-04-26T00:00:00	""				0
27	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Cento e Trinta e Cinco, @}>	Cohab	Jardim Monte Verde	R2	2023-04-26T00:00:00	""				0
28	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Monte Pascoal, 9<-%	Cohab	Jardim Monte Verde	R2	2023-04-26T00:00:00	""				0
29	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Astolfo Dutra, %$<!	Cohab	Ur 01	R3	2023-04-26T00:00:00	""				0
30	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	1ª Travessa Alto do Caxambu, .<^&	Cohab	Jardim Monte Verde	R2	2023-04-26T00:00:00	""				0
31	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	1ª Travessa Alto do Caxambu, ^[{	Cohab	Jardim Monte Verde	R2	2023-04-26T00:00:00	""				0
32	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Monitoramento	Rua Vale do Jaguaribe, %$<!	Varzea	Brega e Chique	R2	2023-04-28T00:00:00	""				0
33	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Congongi, {})!	Cohab	Ur 01	R2	2023-04-26T00:00:00	""				0
34	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Astolfo Dutra, ~|}[	Cohab	Ur 01	R3	2023-04-26T00:00:00	""				0
35	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Colocação de Lonas Plásticas	"Rua Paulo Frontim, +?""]"	Varzea	Jardim Teresopolis	""	2023-04-28T00:00:00	""	2	20	8	320
36	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Colocação de Lonas Plásticas	"Rua Paulo Frontim, #""#~"	Varzea	Jardim Teresopolis	""	2023-04-28T00:00:00	""	4	20	8	640
37	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Colocação de Lonas Plásticas	Rua Paulo Frontim, /@9=	Varzea	Jardim Teresopolis	""	2023-04-28T00:00:00	""	3	20	8	480
38	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Colocação de Lonas Plásticas	Rua da Assembleia, ~|}[	Barro	Vila dos Milagres	""	2023-04-28T00:00:00	""	1	20	8	160
39	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Monitoramento	Rua Penaforte, #^>	Jardim Sao Paulo	Nao Cadastrada	R2	2023-04-28T00:00:00	""				0
40	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	Monitoramento	Rua da Encosta, {})!	Coqueiral	Alto da Bela Vista	R2	2023-04-28T00:00:00	""				0
41	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua Penaforte, ^[{	Jardim Sao Paulo	Nao Cadastrada	""	2023-04-28T00:00:00	ATENDIMENTO SOCIAL				0
42	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Monica Rapouso, #^>	Cohab	Jardim Monte Verde	R3	2023-04-26T00:00:00	""				0
43	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	2ª Travessa Engenho Canavieira, `=-[	Cohab	Ur 03	R3	2023-04-26T00:00:00	""				0
44	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, $!>=	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Analise Visual Estrutural				0
45	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, ?_$.	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Atendimento Social				0
46	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua dos Milagres, ^[{	Barro	Vila dos Milagres	""	2023-04-18T00:00:00	""	2	20	8	320
47	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Vila dos Milagres, {})!	Barro	Vila dos Milagres	""	2023-04-18T00:00:00	""	2	20	8	320
48	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Vila dos Milagres, #^>	Barro	Vila dos Milagres	""	2023-04-18T00:00:00	""	2	20	8	320
49	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Sao Joao, ~|}[	Barro	Vila dos Milagres	""	2023-04-18T00:00:00	""	2	20	8	320
50	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Sao Joao, /@9=	Barro	Vila dos Milagres	""	2023-04-18T00:00:00	""	3	20	8	480
51	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	"Rua dos Milagres, #""#~"	Barro	Vila dos Milagres	""	2023-04-18T00:00:00	""	2	20	8	320
52	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Agua Clara, ^[{	Varzea	Barreiras	""	2023-04-29T00:00:00	""	2	20	8	320
53	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Feliz, .<^&	Barro	Vila dos Milagres	""	2023-04-29T00:00:00	""	2	25	8	400
54	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua dos Milagres, .<^&	Barro	Vila dos Milagres	""	2023-04-18T00:00:00	""	2	20	8	320
55	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Feliz, %$<!	Barro	Vila dos Milagres	""	2023-04-29T00:00:00	""	2	20	8	320
56	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Avenida Doze de Junho, @}>	Barro	Pantanal	""	2023-04-29T00:00:00	""	2	25	8	400
57	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Jose Genuino Amancio, $!>=	Varzea	Barreiras	""	2023-04-29T00:00:00	""	1	20	8	160
58	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Sao Vicente de Paula, >#'\	Varzea	Ur 07	""	2023-04-29T00:00:00	""	1	20	8	160
59	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Sao Vicente de Paula, ?_$.	Varzea	Ur 07	""	2023-04-29T00:00:00	""	1	20	8	160
60	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Jose Genuino Amancio, `=-[	Varzea	Barreiras	""	2023-04-29T00:00:00	""	1	20	8	160
61	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Pau Santo, #$[	Varzea	Jardim Teresopolis	""	2023-04-29T00:00:00	""	1	20	8	160
62	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Agua Clara, .[?	Varzea	Barreiras	""	2023-04-29T00:00:00	""	1	20	8	160
63	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Expedicionario Agustinho Monteiro, #_|/	Varzea	Jardim Teresopolis	""	2023-04-29T00:00:00	""	1	20	8	160
64	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	Rua Expedicionario Antonio Romano, 9<-%	Varzea	Ur 07	""	2023-04-29T00:00:00	""	1	20	8	160
65	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	4ª Travessa da Rua da Assembleia, >#'\	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Analise Visual Estrutural				0
66	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Sao Vicente de Paula, %$<!	Varzea	Jardim Teresopolis	""	2023-04-18T00:00:00	""	2	25	8	400
67	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Nova Esperanca, @}>	Cohab	Ur 02	""	2023-04-18T00:00:00	""	1	20	8	160
68	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, `=-[	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Atendimento Social				0
69	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, #$[	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Atendimento Social				0
70	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	Rua da Assembleia, .[?	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Atendimento Social				0
71	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	4ª Travessa da Rua da Assembleia, #_|/	Barro	Vila do Milagres	R4	2023-04-28T00:00:00	Atendimento Social				0
72	Oeste	2023	ABRIL	2023-04-28T00:00:00	""	""	"Em Jd Monte Verde, ""#*9"	Cohab	Jardim Monte Verde	""	2023-04-28T00:00:00	Acoes Educativas	14			0
73	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	Colocação de Lonas Plásticas	Travessa Monte Pascoal, #^>	Cohab	Jardim Monte Verde	""	2023-04-03T00:00:00	""	1	20	8	160
74	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	Colocação de Lonas Plásticas	Travessa Monte Pascoal, {})!	Cohab	Jardim Monte Verde	""	2023-04-03T00:00:00	""	1	20	8	160
75	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	Colocação de Lonas Plásticas	Rua Engenho Noruega, ^[{	Cohab	Ur 02	""	2023-04-03T00:00:00	""	2	20	8	320
76	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Nova Esperanca, 9<-%	Cohab	Ur 02	""	2023-04-18T00:00:00	""	2	20	8	320
77	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	Colocação de Lonas Plásticas	Rua Engenho Noruega, .<^&	Cohab	Ur 02	""	2023-04-03T00:00:00	""	2	20	8	320
78	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	Colocação de Lonas Plásticas	Rua Bom Repouso, 9<-%	Varzea	Barreiras	""	2023-04-03T00:00:00	""	2	20	8	320
79	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	Colocação de Lonas Plásticas	Rua Monteiropolis, @}>	Varzea	Barreiras	""	2023-04-03T00:00:00	""	4	20	8	640
80	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	""	Rua Monteiropolis, $!>=	Varzea	Barreiras	""	2023-04-03T00:00:00	Rocagem	1	40	8	320
81	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	""	Em Cristiano Cordeiro, #$[	Barro	27 de Novembro	""	2023-04-18T00:00:00	Acoes Educativas	20			0
82	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Pico da Neblina, `=-[	Cohab	Jardim Monte Verde	""	2023-04-18T00:00:00	""	2	25	8	400
83	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Sao Vicente de Paula, ?_$.	Varzea	Jardim Teresopolis	""	2023-04-18T00:00:00	""	2	25	8	400
84	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Sao Vicente de Paula, >#'\	Varzea	Jardim Teresopolis	""	2023-04-18T00:00:00	""	2	25	8	400
85	Oeste	2023	ABRIL	2023-04-18T00:00:00	""	Colocação de Lonas Plásticas	Rua Alto da Pedra Branca, $!>=	Cohab	Jardim Monte Verde	""	2023-04-18T00:00:00	""	1	20	8	160
86	Oeste	2023	ABRIL	2023-04-03T00:00:00	""	Colocação de Lonas Plásticas	Rua Engenho Noruega, %$<!	Cohab	Ur 02	""	2023-04-03T00:00:00	""	2	20	8	320
87	Oeste	2023	ABRIL	2023-04-29T00:00:00	""	Colocação de Lonas Plásticas	"Rua Pelopidas Arroxelas Galvao, ""#*9"	Varzea	Jardim Teresopolis	""	2023-04-29T00:00:00	""	4	20	8	640
88	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Monitoramento	Rua Alto do Caxambu, #$[	Cohab	Jardim Monte Verde	R3	2023-04-26T00:00:00	""				0
89	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	""	Rua Monica Rapouso, #_|/	Cohab	Jardim Monte Verde	""	2023-04-26T00:00:00	ATENDIMENTO SOCIAL				0
90	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, %$<!	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
91	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, 9<-%	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	Acoes de Porta-Porta				0
92	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, @}>	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	Acoes de Porta-Porta				0
93	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, $!>=	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	Acoes de Porta-Porta				0
94	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, >#'\	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
95	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, ?_$.	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
96	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, `=-[	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
97	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Monte Pascoal, #$[	Cohab	Jardim Monte Verde	""	2023-04-01T00:00:00	""				0
98	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, .<^&	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
99	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, .[?	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
100	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	"Rua Morro do Pilar, ""#*9"	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
101	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	"Rua Morro do Pilar, +?""]"	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
102	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	"Rua Morro do Pilar, #""#~"	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
103	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, /@9=	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
104	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, ~|}[	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
105	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, #^>	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
106	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, {})!	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
107	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, ^[{	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
108	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, #_|/	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
109	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Monte Pascoal, .<^&	Cohab	Jardim Monte Verde	""	2023-04-01T00:00:00	Acoes de Porta-Porta				0
110	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, ^[{	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
111	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, #^>	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
112	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Colocação de Lonas Plásticas	Rua Monte Pascoal, {})!	Cohab	Jardim Monte Verde	""	2023-04-01T00:00:00	""	2	20	8	320
113	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Colocação de Lonas Plásticas	Rua Mandiore, ^[{	Cohab	Ur 02	""	2023-04-01T00:00:00	""	2	20	8	320
114	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Colocação de Lonas Plásticas	Rua Mandiore, .<^&	Cohab	Ur 02	""	2023-04-01T00:00:00	""	2	20	8	320
115	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Colocação de Lonas Plásticas	Rua Abaira, %$<!	Varzea	Barreiras	""	2023-04-01T00:00:00	""	3	20	8	480
116	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Colocação de Lonas Plásticas	Rua Abaira, 9<-%	Varzea	Barreiras	""	2023-04-01T00:00:00	""	3	20	8	480
117	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, @}>	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
118	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, $!>=	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
119	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, >#'\	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
120	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, {})!	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
121	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, ?_$.	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
122	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, #$[	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
123	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, .[?	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
124	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, #_|/	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
125	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	"Rua Morro do Pilar, ""#*9"	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	""				0
126	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	"Rua Morro do Pilar, +?""]"	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
127	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	"Rua Morro do Pilar, #""#~"	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
128	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, /@9=	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
129	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, ~|}[	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	Acoes de Porta-Porta				0
130	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	Monitoramento	Rua Morro do Pilar, `=-[	Cohab	Jardim Monte Verde	R4	2023-04-01T00:00:00	""				0
131	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	""	Rua Astolfo Dutra, .[?	Cohab	Ur 01	""	2023-04-26T00:00:00	ATENDIMENTO SOCIAL				0
132	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, %$<!	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	Acoes de Porta-Porta				0
133	Oeste	2023	ABRIL	2023-04-01T00:00:00	""	""	Rua Morro do Pilar, @}>	Cohab	Jardim Monte Verde	R3	2023-04-01T00:00:00	Acoes de Porta-Porta				0
134	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Vistoria	Rua Alto da Bela Vista, .[?	Coqueiral	Alto da Bela Vista	R2	2023-04-26T00:00:00	""				0
135	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	""	Rua Congongi, #$[	Cohab	Ur 01	R3	2023-04-26T00:00:00	ATENDIMENTO SOCIAL				0
136	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	""	Rua Congongi, `=-[	Cohab	Ur 01	R2	2023-04-26T00:00:00	ATENDIMENTO SOCIAL				0
137	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Vistoria	Rua Congongi, ?_$.	Cohab	Ur 01	R3	2023-04-26T00:00:00	""				0
138	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Vistoria	Rua Congongi, >#'\	Cohab	Ur 01	R2	2023-04-26T00:00:00	""				0
139	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	""	Rua Itamonte, $!>=	Jardim Sao Paulo	Nao Cadastrada	""	2023-04-26T00:00:00	ATENDIMENTO SOCIAL				0
140	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Vistoria	Rua Itamonte, @}>	Jardim Sao Paulo	Nao Cadastrada	R3	2023-04-26T00:00:00	""				0
141	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	""	Rua Alto do Caxambu, 9<-%	Cohab	Jardim Monte Verde	""	2023-04-26T00:00:00	ATENDIMENTO SOCIAL				0
142	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	Vistoria	Rua Edvaldo Oliveira, #_|/	Coqueiral	Alto da Bela Vista	R3	2023-04-26T00:00:00	""				0
143	Oeste	2023	ABRIL	2023-04-26T00:00:00	""	""	2ª Travessa Engenho Canavieira, %$<!	Cohab	Ur 03	""	2023-04-26T00:00:00	ATENDIMENTO SOCIAL				0
